"Player,Unnamed: 1_level_1,Net Fixed P/W (USD),Net Fixed P/Y (USD),Net Bonus P/Y (USD),Net Total P/Y (USD),""Adj. Net Total P/Y (2026, USD)"",Status,Pos. DFKM,Age,Country,Club,Active,Loan"
"Robert Lewandowski,,""$ 270,553"",""$ 14,068,743"",,""$ 14,068,743"",""$ 14,444,815"",Active,F,35,Poland,Barcelona,,"
"Gonzalo Melero,,""$ 5,411"",""$ 281,375"",,""$ 281,375"",""$ 288,896"",Active,M,30,Spain,Almeria,,"
"Unai López,,""$ 5,411"",""$ 281,375"",,""$ 281,375"",""$ 288,896"",Active,M,28,Spain,Rayo Vallecano,,"
"Brian Ocampo,,""$ 5,411"",""$ 281,375"",,""$ 281,375"",""$ 288,896"",Active,F,24,Uruguay,Cadiz,,"
"Unai García,,""$ 5,203"",""$ 270,553"",,""$ 270,553"",""$ 277,785"",Active,D,31,Spain,Osasuna,,"
"Julián Araujo,,""$ 5,203"",""$ 270,553"",,""$ 270,553"",""$ 277,785"",Inactive,D,22,Mexico,Barcelona,,"
"Dani Rodríguez,,""$ 5,203"",""$ 270,553"",,""$ 270,553"",""$ 277,785"",Active,F,35,Spain,Mallorca,,"
"Marcos Paulo,,""$ 5,203"",""$ 270,553"",,""$ 270,553"",""$ 277,785"",Active,F,23,Portugal,Atletico Madrid,,"
"Youba Diarra,,""$ 5,203"",""$ 270,553"",,""$ 270,553"",""$ 277,785"",Active,M,25,Mali,Cadiz,,"
"Abdul Mumin,,""$ 5,203"",""$ 270,553"",,""$ 270,553"",""$ 277,785"",Active,D,25,Ghana,Rayo Vallecano,,"
"Aarón Escandell,,""$ 4,995"",""$ 259,731"",,""$ 259,731"",""$ 266,674"",Active,K,28,Spain,Las Palmas,,"
"Theo Corbeanu,,""$ 4,995"",""$ 259,731"",,""$ 259,731"",""$ 266,674"",Active,F,21,Canada,Granada,,"
"Assane Diao,,""$ 4,995"",""$ 259,731"",,""$ 259,731"",""$ 266,674"",Active,F,18,Spain,Real Betis,,"
"Beñat Turrientes,,""$ 4,995"",""$ 259,731"",,""$ 259,731"",""$ 266,674"",Active,M,22,Spain,Real Sociedad,,"
"Giuliano Simeone,,""$ 4,995"",""$ 259,731"",,""$ 259,731"",""$ 266,674"",Loan,F,21,Argentina,Alaves,,"
"Rodri,,""$ 4,995"",""$ 259,731"",,""$ 259,731"",""$ 266,674"",Active,F,23,Spain,Real Betis,,"
"Miguel Rodríguez,,""$ 4,995"",""$ 259,731"",,""$ 259,731"",""$ 266,674"",Active,F,20,Spain,Celta Vigo,,"
"Álex Fernández,,""$ 4,995"",""$ 259,731"",,""$ 259,731"",""$ 266,674"",Active,F,31,Spain,Cadiz,,"
"Dion Lopy,,""$ 4,787"",""$ 248,909"",,""$ 248,909"",""$ 255,562"",Active,M,22,Senegal,Almeria,,"
"Yan Couto,,""$ 4,787"",""$ 248,909"",,""$ 248,909"",""$ 255,562"",Loan,D,21,Brazil,Girona,,"
"Toni Villa,,""$ 4,787"",""$ 248,909"",,""$ 248,909"",""$ 255,562"",Active,F,29,Spain,Girona,,"
"Iván Alejo,,""$ 4,787"",""$ 248,909"",,""$ 248,909"",""$ 255,562"",Active,F,28,Spain,Cadiz,,"
"Aridane Hernández,,""$ 4,579"",""$ 238,086"",,""$ 238,086"",""$ 244,451"",Active,D,34,Spain,Rayo Vallecano,,"
"Selim Amallah,,""$ 4,579"",""$ 238,086"",,""$ 238,086"",""$ 244,451"",Loan,F,27,Morocco,Valencia,,"
"Carlos Romero,,""$ 4,579"",""$ 238,086"",,""$ 238,086"",""$ 244,451"",Active,D,22,Spain,Villarreal,,"
"Iván Balliu,,""$ 4,579"",""$ 238,086"",,""$ 238,086"",""$ 244,451"",Active,D,32,Albania,Rayo Vallecano,,"
"Fernando Martínez,,""$ 4,370"",""$ 227,264"",,""$ 227,264"",""$ 233,339"",Active,K,33,Spain,Almeria,,"
"Víctor Díaz,,""$ 4,370"",""$ 227,264"",,""$ 227,264"",""$ 233,339"",Active,D,35,Spain,Granada,,"
"Kike Pérez,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 222,228"",Loan,M,26,Spain,Rayo Vallecano,,"
"Jorge Herrando,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 222,228"",Active,D,22,Spain,Osasuna,,"
"Jhon Solís,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 222,228"",Active,M,19,Colombia,Girona,,"
"Robert Navarro,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 222,228"",Loan,F,21,Spain,Cadiz,,"
"Jaume Costa,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 222,228"",Active,D,35,Spain,Mallorca,,"
"Adu Ares,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 222,228"",Active,F,22,Spain,Athletic Club,,"
"Alberto Marí,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 222,228"",Active,F,22,Spain,Valencia,,"
"Cristian Rivero,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 222,228"",Active,K,25,Spain,Valencia,,"
"Faitout Maouassa,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 222,228"",Loan,D,25,France,Granada,,"
"José Mari,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 222,228"",Active,M,36,Spain,Cadiz,,"
"Urko González de Zarate,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 222,228"",Active,M,22,Spain,Real Sociedad,,"
"Jesús Areso,,""$ 3,954"",""$ 205,620"",,""$ 205,620"",""$ 211,117"",Active,D,24,Spain,Osasuna,,"
"Nico Paz,,""$ 3,954"",""$ 205,620"",,""$ 205,620"",""$ 211,117"",Active,F,19,Argentina,Real Madrid,,"
"João Félix,,""$ 3,954"",""$ 205,620"",,""$ 205,620"",""$ 211,117"",Loan,F,24,Portugal,Barcelona,,"
"Javi Guerra,,""$ 3,954"",""$ 205,620"",,""$ 205,620"",""$ 211,117"",Active,M,20,Spain,Valencia,,"
"Álex Centelles,,""$ 3,954"",""$ 205,620"",,""$ 205,620"",""$ 211,117"",Active,D,24,Spain,Almeria,,"
"Arnau Martínez,,""$ 3,954"",""$ 205,620"",,""$ 205,620"",""$ 211,117"",Active,D,20,Spain,Girona,,"
"Renato Tapia,,""$ 3,954"",""$ 205,620"",,""$ 205,620"",""$ 211,117"",Active,M,28,Peru,Celta Vigo,,"
"Lázaro,,""$ 3,954"",""$ 205,620"",,""$ 205,620"",""$ 211,117"",Active,F,21,Brazil,Almeria,,"
"Sergi Guardiola,,""$ 3,954"",""$ 205,620"",,""$ 205,620"",""$ 211,117"",Active,F,32,Spain,Cadiz,,"
"Carlos Neva,,""$ 3,746"",""$ 194,798"",,""$ 194,798"",""$ 200,005"",Active,D,27,Spain,Granada,,"
"Abdón Prats,,""$ 3,746"",""$ 194,798"",,""$ 194,798"",""$ 200,005"",Active,F,31,Spain,Mallorca,,"
"Benito Ramírez,,""$ 3,746"",""$ 194,798"",,""$ 194,798"",""$ 200,005"",Active,F,28,Spain,Las Palmas,,"
"Álvaro Lemos,,""$ 3,746"",""$ 194,798"",,""$ 194,798"",""$ 200,005"",Active,D,30,Spain,Las Palmas,,"
"Samu Aghehowa,,""$ 3,746"",""$ 194,798"",,""$ 194,798"",""$ 200,005"",Loan,F,19,Spain,Alaves,,"
"Abdel Abqar,,""$ 3,746"",""$ 194,798"",,""$ 194,798"",""$ 200,005"",Active,D,24,Morocco,Alaves,,"
"Martín Pascual,,""$ 3,746"",""$ 194,798"",,""$ 194,798"",""$ 200,005"",Active,D,24,Spain,Rayo Vallecano,,"
"Juan Carlos,,""$ 3,746"",""$ 194,798"",,""$ 194,798"",""$ 200,005"",Active,K,36,Spain,Girona,,"
"Valery Fernández,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 188,894"",Active,F,24,Spain,Girona,,"
"Omenuke Mfulu,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 188,894"",Active,M,29,Democratic Republic of the Congo,Las Palmas,,"
"Kike Salas,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 188,894"",Active,D,21,Spain,Sevilla,,"
"Kamil Piatkowski,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 188,894"",Loan,D,23,Poland,Granada,,"
"Aimar Oroz,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 188,894"",Active,F,22,Spain,Osasuna,,"
"Pep Chavarría,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 188,894"",Active,D,25,Spain,Rayo Vallecano,,"
"Matías Arezo,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 188,894"",Active,F,21,Uruguay,Granada,,"
"Carlos Dotor,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 188,894"",Active,M,22,Spain,Celta Vigo,,"
"Marc Pubill,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 188,894"",Active,D,20,Spain,Almeria,,"
"Cristian Herrera,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 188,894"",Active,F,32,Spain,Las Palmas,,"
"José Pozo,,""$ 3,330"",""$ 173,154"",,""$ 173,154"",""$ 177,782"",Active,F,27,Spain,Rayo Vallecano,,"
"David Gil,,""$ 3,330"",""$ 173,154"",,""$ 173,154"",""$ 177,782"",Active,K,30,Spain,Cadiz,,"
"Chumi,,""$ 3,330"",""$ 173,154"",,""$ 173,154"",""$ 177,782"",Active,D,24,Spain,Almeria,,"
"Chris Ramos,,""$ 3,122"",""$ 162,332"",,""$ 162,332"",""$ 166,671"",Active,F,27,Spain,Cadiz,,"
"Dominik Greif,,""$ 2,914"",""$ 151,510"",,""$ 151,510"",""$ 155,560"",Active,K,26,Slovakia,Mallorca,,"
"Unai Gómez,,""$ 2,914"",""$ 151,510"",""$ 108,221"",""$ 259,731"",""$ 266,674"",Active,F,20,Spain,Athletic Club,,"
"Mika Mármol,,""$ 2,914"",""$ 151,510"",,""$ 151,510"",""$ 155,560"",Active,D,22,Spain,Las Palmas,,"
"Enzo Loiodice,,""$ 2,914"",""$ 151,510"",,""$ 151,510"",""$ 155,560"",Active,M,23,France,Las Palmas,,"
"Aleksandar Radovanović,,""$ 2,914"",""$ 151,510"",,""$ 151,510"",""$ 155,560"",Active,D,30,Serbia,Almeria,,"
"Borja García,,""$ 2,914"",""$ 151,510"",,""$ 151,510"",""$ 155,560"",Active,F,33,Spain,Girona,,"
"Jon Ander Olasagasti,,""$ 2,914"",""$ 151,510"",,""$ 151,510"",""$ 155,560"",Active,M,23,Spain,Real Sociedad,,"
"Raúl Torrente,,""$ 2,914"",""$ 151,510"",,""$ 151,510"",""$ 155,560"",Active,D,22,Spain,Granada,,"
"Diego Mariño,,""$ 2,706"",""$ 140,687"",,""$ 140,687"",""$ 144,448"",Active,K,33,Spain,Almeria,,"
"Bebé,,""$ 2,706"",""$ 140,687"",,""$ 140,687"",""$ 144,448"",Active,F,33,Cape Verde,Rayo Vallecano,,"
"Eric Curbelo,,""$ 2,706"",""$ 140,687"",,""$ 140,687"",""$ 144,448"",Active,D,30,Spain,Las Palmas,,"
"Lucas Pires,,""$ 2,706"",""$ 140,687"",,""$ 140,687"",""$ 144,448"",Loan,D,22,Brazil,Cadiz,,"
"Javi Llabrés,,""$ 2,706"",""$ 140,687"",,""$ 140,687"",""$ 144,448"",Active,F,21,Spain,Mallorca,,"
"Luca de la Torre,,""$ 2,706"",""$ 140,687"",,""$ 140,687"",""$ 144,448"",Active,M,25,United States,Celta Vigo,,"
"Peter Federico,,""$ 2,497"",""$ 129,865"",,""$ 129,865"",""$ 133,337"",Active,F,21,Dominican Republic,Valencia,,"
"Williot Swedberg,,""$ 2,497"",""$ 129,865"",,""$ 129,865"",""$ 133,337"",Active,F,20,Sweden,Celta Vigo,,"
"Ricard Sánchez,,""$ 2,497"",""$ 129,865"",,""$ 129,865"",""$ 133,337"",Active,D,23,Spain,Granada,,"
"Juanlu Sánchez,,""$ 2,497"",""$ 129,865"",,""$ 129,865"",""$ 133,337"",Active,D,20,Spain,Sevilla,,"
"Jesús Owono,,""$ 2,497"",""$ 129,865"",,""$ 129,865"",""$ 133,337"",Active,K,22,Equatorial Guinea,Alaves,,"
"Álex Sola,,""$ 2,497"",""$ 129,865"",,""$ 129,865"",""$ 133,337"",Loan,D,24,Spain,Alaves,,"
"Víctor Chust,,""$ 2,497"",""$ 129,865"",,""$ 129,865"",""$ 133,337"",Active,D,23,Spain,Cadiz,,"
"Randy Nteka,,""$ 2,289"",""$ 119,043"",,""$ 119,043"",""$ 122,225"",Active,F,26,France,Rayo Vallecano,,"
"Marvin Park,,""$ 2,289"",""$ 119,043"",,""$ 119,043"",""$ 122,225"",Loan,F,23,Spain,Las Palmas,,"
"Imanol García de Albéniz,,""$ 2,081"",""$ 108,221"",,""$ 108,221"",""$ 111,114"",Active,D,23,Spain,Athletic Club,,"
"Momo Mbaye,,""$ 2,081"",""$ 108,221"",,""$ 108,221"",""$ 111,114"",Active,D,25,Senegal,Cadiz,,"
"José Copete,,""$ 2,081"",""$ 108,221"",,""$ 108,221"",""$ 111,114"",Active,D,24,Spain,Mallorca,,"
"Pablo Torre,,""$ 2,081"",""$ 108,221"",,""$ 108,221"",""$ 111,114"",Loan,M,20,Spain,Girona,,"
"Chadi Riad,,""$ 2,081"",""$ 108,221"",,""$ 108,221"",""$ 111,114"",Loan,D,20,Morocco,Real Betis,,"
"Pablo Gozálbez,,""$ 2,081"",""$ 108,221"",,""$ 108,221"",""$ 111,114"",Active,F,22,Spain,Valencia,,"
"Yarek Gasiorowski,,""$ 2,081"",""$ 108,221"",,""$ 108,221"",""$ 111,114"",Active,D,19,Spain,Valencia,,"
"Sergi Altimira,,""$ 2,081"",""$ 108,221"",,""$ 108,221"",""$ 111,114"",Active,M,22,Spain,Real Betis,,"
"Ander Astralaga,,""$ 2,081"",""$ 108,221"",,""$ 108,221"",""$ 111,114"",Active,K,19,Spain,Barcelona,,"
"Ramón Terrats,,""$ 2,081"",""$ 108,221"",,""$ 108,221"",""$ 111,114"",Active,M,23,Spain,Villarreal,,"
"Javi Hernández,,""$ 1,873"",""$ 97,399"",,""$ 97,399"",""$ 100,003"",Loan,D,25,Spain,Cadiz,,"
"Alberto Moleiro,,""$ 1,873"",""$ 97,399"",,""$ 97,399"",""$ 100,003"",Active,F,20,Spain,Las Palmas,,"
"Unai Marrero,,""$ 1,873"",""$ 97,399"",,""$ 97,399"",""$ 100,003"",Active,K,22,Spain,Real Sociedad,,"
"Iván Cuéllar,,""$ 1,873"",""$ 97,399"",,""$ 97,399"",""$ 100,003"",Active,K,39,Spain,Mallorca,,"
"Pablo Ibáñez,,""$ 1,873"",""$ 97,399"",,""$ 97,399"",""$ 100,003"",Active,M,25,Spain,Osasuna,,"
"Saúl Coco,,""$ 1,665"",""$ 86,577"",,""$ 86,577"",""$ 88,891"",Active,D,24,Equatorial Guinea,Las Palmas,,"
"Sergi Cardona,,""$ 1,665"",""$ 86,577"",,""$ 86,577"",""$ 88,891"",Active,D,24,Spain,Las Palmas,,"
"Marko Milovanovic,,""$ 1,665"",""$ 86,577"",,""$ 86,577"",""$ 88,891"",Active,F,20,Serbia,Almeria,,"
"Cristhian Mosquera,,""$ 1,665"",""$ 86,577"",,""$ 86,577"",""$ 88,891"",Active,D,19,Spain,Valencia,,"
"Adrià Altimira,,""$ 1,665"",""$ 86,577"",,""$ 86,577"",""$ 88,891"",Active,D,22,Spain,Villarreal,,"
"Javi López,,""$ 1,665"",""$ 86,577"",,""$ 86,577"",""$ 88,891"",Active,D,21,Spain,Alaves,,"
"Bruno Langa,,""$ 1,457"",""$ 75,755"",,""$ 75,755"",""$ 77,780"",Loan,D,26,Mozambique,Almeria,,"
"Carlos Domínguez,,""$ 1,457"",""$ 75,755"",,""$ 75,755"",""$ 77,780"",Active,D,22,Spain,Celta Vigo,,"
"Rafa Marín,,""$ 1,457"",""$ 75,755"",,""$ 75,755"",""$ 77,780"",Loan,D,21,Spain,Alaves,,"
"Largie Ramazani,,""$ 1,457"",""$ 75,755"",,""$ 75,755"",""$ 77,780"",Active,F,22,Belgium,Almeria,,"
"Yellu Santiago,,""$ 1,457"",""$ 75,755"",,""$ 75,755"",""$ 77,780"",Active,M,19,Spain,Getafe,,"
"Marc Martínez,,""$ 1,457"",""$ 75,755"",,""$ 75,755"",""$ 77,780"",Active,K,33,Spain,Granada,,"
"Marc Guiu,,""$ 1,249"",""$ 64,933"",,""$ 64,933"",""$ 66,668"",Active,F,18,Spain,Barcelona,,"
"Toni Fuidias,,""$ 1,249"",""$ 64,933"",,""$ 64,933"",""$ 66,668"",Active,K,22,Spain,Girona,,"
"Álvaro Valles,,""$ 1,249"",""$ 64,933"",,""$ 64,933"",""$ 66,668"",Active,K,26,Spain,Las Palmas,,"
"Fabio González,,""$ 1,249"",""$ 64,933"",,""$ 64,933"",""$ 66,668"",Active,M,26,Spain,Las Palmas,,"
"Hugo Sotelo,,""$ 1,249"",""$ 64,933"",,""$ 64,933"",""$ 66,668"",Active,M,20,Spain,Celta Vigo,,"
Aiham Ousou,,,,,,,Loan,D,24,Syria,Cadiz,,
Pablo Torre,,,,,,,Inactive,M,20,Spain,Barcelona,,
Ben Brereton,,,,,,,Inactive,F,24,Chile,Villarreal,,
Arnaut Danjuma,,,,,,,Inactive,F,26,Netherlands,Villarreal,,
Álex Collado,,,,,,,Inactive,F,24,Spain,Real Betis,,
